1Cvk5NEAuw7wbg3VyKvQzjbDguomCfo99g,14,7,7,0,126,126,0,87,37,70338,70082,5024,5005,18,14,18,18,12727,979,2121,2121,0.2
15Prc7iY22tfD5H7LvAcDLz1rCa3RdbrRY,1060,39,11,0,806,786,19,8,39,368883,368872,348,347,0,0,20,73,1592,1,41,159,111.8
1H8JpJnYAV1wBSCgYY3tKFqtCTZgLp8moP,37,18,18,1,16,16,0,205,3,17660,17570,477,474,2,4,0,0,7003,194,411,411,0.9
1J8jk3HJRnUPoH6VDtMnczVoyfPiBBMCfr,12,6,6,0,334,334,0,80,32,105638,105601,8803,8800,3,5,55,55,14662,1332,2932,2932,0.1
16aq6uVGuXDwDd9fZy2R7ntgia3hvRTAVY,66,25,25,0,120,120,0,78,41,332321,331936,5035,5029,5,14,4,4,3810,58,158,158,2.9
1JahfoDEwaDxnXpU8Vg8HjM1vg8NvbXX5A,85,25,25,0,357,357,0,60,230,295347,295279,3474,3473,0,2,14,14,986,11,41,41,14.5
16KeNWx9orTAHnGSijG4PpBokXbSQZTcwC,34,17,17,0,112,112,0,74,11,53169,53148,1563,1563,0,2,6,6,21767,659,1360,1360,0.3
113sMhg8j7QsEbmoHCsZ5J648dF6GLLrGi,178,27,26,0,3332,3332,0,25,3,415001,414950,2331,2331,0,1,123,128,1290,7,49,51,23.2
1M1mpFz7fpLjoh9kvKo3BqMpCfktX35emS,404,25,25,0,468,468,0,14,161,541486,556531,1340,1377,-37,0,18,18,2712,6,113,113,25.0
1EGexhdgha19fLweMvMpcRY5Ne1qCmJvCg,26,13,13,0,184,184,0,82,21,106017,105899,4077,4073,4,8,14,14,6602,264,550,550,0.7
19SYcbGc5fR9aSnBxRjygT88HUmXnweoPt,32,16,16,0,79,79,0,83,37,157475,157338,4921,4916,4,8,4,4,4128,133,275,275,1.3
1ENwp3nYswKfW2eVgRVLBSNYkRggLNtyh9,16,8,8,0,5,5,0,74,79,22510,22483,1406,1405,1,3,0,0,13610,907,1944,1944,0.2
15GHoMDT3uSumxGDbZsKA1dFfHM24wb47k,12,6,6,0,12,12,0,55,1,6471,6452,539,537,1,3,2,2,7015,637,1403,1403,0.3
1N4T5WkdUM2Xcj2iXwcr6eFd9G6iMmLFrG,15,7,8,0,241,241,0,20,11,115250,115247,7683,7683,0,0,34,30,6553,468,1092,936,0.4
1MaHEfo93v5bSgTFZwKB2yTbdrCuFThkmq,2,1,1,0,5,5,0,58,16,12020,12018,6010,6009,0,1,5,5,797,797,797,797,0.4
1EB9x62k4PjPnyejNfJmx8waPPK193THww,2,1,1,0,5,5,0,58,16,10625,10624,5312,5312,0,0,5,5,286,286,286,286,1.2
1HUvEcTcLEDgaGdux1wAiVKbEbhbStz9yw,97,26,26,0,28015,28015,0,51,13,186443,186407,1922,1921,0,1,1077,1077,19199,199,767,767,0.8
1NGRy6tQhbkCKWBF8A1TDsvrKymAD5PCyc,9,4,5,0,91,91,0,7,4,15407,15405,1711,1711,0,0,22,18,1190,148,396,297,1.3
173gFQN9dWd5pL9n9NhX6WKgAKXx4pZ3Hq,64,25,25,0,42,42,0,61,81,100531,100452,1570,1569,1,1,1,1,14977,237,624,624,0.7
1FRE9fsMmCiuQFf6SYDwyCSDPzkaYQiNGg,16,8,8,0,8,8,0,90,28,131312,131276,8207,8204,2,4,1,1,4199,279,599,599,0.6
15unKXZhCBkQYgtrHqihZnmbMSv5DjCH5f,22,11,11,0,11,11,0,27,467,142496,142482,6477,6476,0,1,1,1,6653,316,665,665,0.6
1KfvxQdaqkMTd3BHsCbPN1q5cw7wHVvoE2,1289,46,23,0,319717,319717,0,1,0,1542235,1542222,1196,1196,0,0,6950,13900,4342,3,96,197,49.9
3NartjMBaTV3XKceLGQutkPxUoX7D8BMcd,26,13,13,0,621,621,0,10,25,67608,67593,2600,2599,0,1,47,47,17969,718,1497,1497,0.2
1Fq88L6t2Bipph36kYTrUnyL4f5GU4doMJ,2,1,1,0,36,36,0,37,101,45335,45333,22667,22666,0,1,36,36,68,68,68,68,2.0
1PYpNW69zwY1kL3d8SHFzRQ7Zn4Prks3ea,2,1,1,0,0,0,0,103,144,36052,36002,18026,18001,25,46,0,0,0,0,0,0,2.0
12wyRPtboMtoi2P3PwPELogSGrYPpb1DJG,4,2,2,0,22,22,0,70,3,2976,2970,744,742,1,2,11,11,2537,845,2537,2537,0.3
18eYuBh1kxUr8VA7SSBJNmq8StLTHXsLdU,73,29,40,0,21,17,4,7,54,1343224,1343215,18400,18400,0,0,0,0,9289,129,331,238,1.3
1GptXc86heJhRwzL9jsjJS735pMrtCxpEh,92,26,24,0,788,788,0,15,2,217192,217189,2360,2360,0,0,30,32,4102,45,164,178,3.8
1GDcJFHhHUpzh1Qpc1VwYPEtfBmHbq5ZgR,2,1,1,0,291,291,0,116,51,127554,127550,63777,63775,2,3,291,291,120,120,120,120,2.0
1B11SN458UZWWiaNgCasCT31DHPo9hG4AR,4,2,2,0,38,38,0,53,1,5146,5145,1286,1286,0,0,19,19,4582,1527,4582,4582,0.1
17krXQy522ktFiqRWujiN47Q64j8mn2YSS,10,5,5,0,29,29,0,91,30,54186,54152,5418,5415,3,7,5,5,3787,420,946,946,0.4
1PU6BZGEX4Xr4oSn9UCEH1CRZrKi2tktTn,4,2,2,0,31,31,0,44,9,6141,6140,1535,1535,0,0,15,15,841,280,841,841,0.8
1GbmWUBG5i2C8bbVEzhpRqpfpCj3giT71p,8,3,3,2,32,32,0,28,17,19460,19453,2432,2431,0,1,10,10,2667,381,1333,1333,0.5
13K97dWPMPLz8nmUvbYgKsZShiu8HCC5qa,19,9,9,1,66,66,0,161,1,21424,21418,1127,1127,0,0,7,7,5775,320,721,721,0.6
1Ea4adR5M5DiyAihfBvUX2ePsZKhxEeiKZ,2,1,1,0,5,5,0,58,73,15025,15025,7512,7512,0,0,5,5,129,129,129,129,2.0
1HTBeEf3JGRVjh4UhkJNxoczcMzCSxVywb,36,12,12,12,3521,3521,0,66,2,549249,549162,15256,15254,2,6,293,293,9221,263,838,838,0.7
1AFeVex3wMiFjKzzqPWVWMGJ9GsZPgDx7y,135,51,0,0,5,5,0,92,0,6015,6010,44,44,0,0,0,0,24,0,0,24,135.0
15Ud3czNi82CAv3KyKhXZCYEskuADF4nc3,290,26,26,0,196,196,0,19,10,186918,131854,644,454,189,2,7,7,3569,12,142,142,13.7
15Lk8bd3N5ned535HxYZ6K7BXyepDEtfav,153,41,10,0,160,160,0,79,0,51271,51219,335,334,0,1,3,16,9700,63,242,1077,2.6
17p7hzpVSTyjCDigGhPiKLbioodF12sDW6,4,2,2,0,3,3,0,155,17,22664,22663,5666,5665,0,0,1,1,1320,440,1320,1320,0.5
1KWPW6MxYLMrK78HfYmucVDzfgMDCWgiK,224,26,25,0,57035,57035,0,7,11,398965,398941,1781,1780,0,0,2193,2281,3469,15,138,144,10.8
1Kd6nUbdMCPHLeNDEYLeMXzPUBxWb7beZd,2,1,1,0,0,0,0,101,75,15826,15818,7913,7909,4,4,0,0,0,0,0,0,2.0
1FHpFG6FtbvKjfGWRnFxxEnKQ5WEmKBhQ1,2,1,1,0,5,5,0,107,111,15887,15880,7943,7940,3,6,5,5,0,0,0,0,2.0
182mfwwavbfMTtthxAQgBPrANR7S5YBdYr,48,24,24,0,61,61,0,26,74,168323,168268,3506,3505,1,1,2,2,26678,567,1159,1159,0.3
1PMvw5tyvM9zCGALEL1MC6dJkN2Rkd4KsV,4,2,2,0,2,2,0,76,38,7047,6982,1761,1745,16,32,1,1,1081,360,1081,1081,0.6
1Mokmhm2SY3E1XWUujo5Mxe8H8LAa79Q4A,8,4,4,0,12,12,0,102,18,46011,46005,5751,5750,0,1,3,3,2855,407,951,951,0.5
1EnqidjkthsCNA6c7N3FxmmV4shw1nAYeb,46,23,23,0,274,274,0,68,24,1382400,1382249,30052,30048,3,6,11,11,7032,156,319,319,1.1
17WSS9jPYMiDHoQLGKYHcZ48gV27PaJaPn,307,22,29,0,34095,34095,0,1,1,169973,169970,553,553,0,0,1549,1175,5696,18,271,203,9.1
19JAofeNi6QSrok7pJLfM9WkxQUjkZmXsb,4,2,2,0,30,30,0,26,2,3059,3059,764,764,0,0,15,15,902,300,902,902,0.7
13Bg2ENJHrRiSZAdajheanczGnhYk5552k,5,2,2,1,20,20,0,82,55,65804,65799,13160,13159,1,0,10,10,2079,519,2079,2079,0.4
1FkLXNX9hKuRUsRkFCtwz2hUzuwsPHEwrJ,2,1,1,0,0,0,0,181,27,3261,3251,1630,1625,4,9,0,0,23,23,23,23,2.0
1P3gG9KpV58tU67PkMcBYnfMpxhGYd9ZgW,48,22,22,4,1684,1684,0,200,103,326549,332879,6803,6934,-131,9,76,76,13190,280,628,628,0.6
1FsfmvCWSLuTyygRSXtmwZ8iHoBp6pNAcs,46,23,23,0,131,131,0,104,77,391577,391065,8512,8501,11,21,5,5,4131,91,187,187,1.9
16bwiDkemDZ2VUPAgBrQXLYRMJNEEGsoZ2,16,8,8,0,77,77,0,70,16,36839,36791,2302,2299,3,5,9,9,4833,322,690,690,0.6
1ETUQrNz6SYpdzJ5XmuBW8X55xjDojS1Bm,30,15,15,0,641,641,0,65,25,234380,234268,7812,7808,3,7,42,42,6962,240,497,497,0.7
12KLab3jbyo2aCQHLZm14ByLKz2gVWkQMd,8,4,4,0,326,326,0,41,15,36094,36084,4511,4510,1,1,81,81,2483,354,827,827,0.5
1KhJwT4MUj739uMnGr1gQRBEMbLXQZT7uQ,2,1,1,0,0,0,0,51,12,1076,1070,538,535,2,5,0,0,0,0,0,0,2.0
18Xim6t9y8K6NzkYwY2GpELJJQwT4pt1aE,16,8,8,0,41,41,0,176,76,22848,22751,1428,1421,6,11,5,5,4059,270,579,579,0.7
1LZuawuJWnNPcd47T2yGExo4WKEUPGSBab,232,25,25,0,240,240,0,21,124,351541,350882,1515,1512,2,19,9,9,3595,15,149,149,10.8
1PJqQ5qCKx7YsGHeKZtdjPww8dvfhHzekA,2,1,1,0,30,30,0,62,25,4351,4343,2175,2171,4,8,30,30,3,3,3,3,2.0
1DuaPCgVDkgRbmC6jreDyatrRtksc86CfH,126,25,25,0,2571,2571,0,42,12,502115,501977,3985,3983,1,8,102,102,4890,39,203,203,4.3
1BjPt4ysWaTzP2JmcjgRNHtBQrseDamsPj,74,25,25,0,176,176,0,63,5,154603,154533,2089,2088,0,2,7,7,3582,49,149,149,3.5
1aGbqu2TmZivQMhDWPWoCnrMSTWB3BGzd,2,1,1,0,5,5,0,58,32,7361,7361,3680,3680,0,0,5,5,338,338,338,338,1.0
1KXxEQBGwA6ZNsemNCWzYsYUUe879D6Guu,2,1,1,0,0,0,0,51,74,7863,7853,3931,3926,4,9,0,0,0,0,0,0,2.0
16bZvMDzy6cbAXLqUC9N3cCGgHWnvMLUfC,45,21,21,3,1862,1862,0,47,6,366099,366108,8135,8135,0,3,88,88,18674,424,933,933,0.4
17a1eFtRM7aSgwspxXMMxPz5jtWZFn45zy,10,5,5,0,700,700,0,4,3,4311,4310,431,431,0,0,140,140,867,96,216,216,1.9
1SRfoaTVZHJWkbn4UyjJTYc3GnDYRhAhc,10,5,5,0,2,2,0,267,30,34687,34677,3468,3467,1,1,0,0,9596,1066,2399,2399,0.2
